person,path,labels,indoor_outdoor,day_night,season_hint,cat_outdoor_activities,cat_food_drink,cat_cultural,cat_night_life,cat_concerts_shows,cat_casino_gambling,cat_attractions,cat_sporting_events,tokens,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,photo_id
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_5055.HEIC,"['market', 'souvenirs', 'handicrafts', 'shopping', 'colorful bags', 'hats', 'indoor market', 'travel', 'local crafts', 'warehouse', 'tourist spot']",indoor,day,unknown,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,"['market', 'souvenir', 'handicraft', 'shopping', 'colorful_bag', 'hat', 'indoor_market', 'travel', 'local_craft', 'warehouse', 'tourist_spot']",0.1000075563788414,0.10000818222761154,0.10001114755868912,0.5999674201011658,0.10000573098659515,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_6118.HEIC,"['tourist attraction', 'modern architecture', 'urban', 'sightseeing', 'group photo', 'landmark', 'outdoor', 'winter clothing']",outdoor,day,winter,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['tourist_attraction', 'modern_architecture', 'urban', 'sightseeing', 'group_photo', 'landmark', 'outdoor', 'winter_clothing']",0.04097478836774826,0.838074803352356,0.04039851948618889,0.0403546504676342,0.040197234600782394,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_6762.HEIC,"['beach view', 'turquoise ocean', 'palm trees', 'clear sky', 'seaside', 'tropical', 'vacation spot']",mixed,day,unknown,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,"['beach_view', 'turquoise_ocean', 'palm_tree', 'clear_sky', 'seaside', 'tropical', 'vacation_spot']",0.10000757873058319,0.10001020133495331,0.1000111773610115,0.5999652743339539,0.10000574588775635,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_7711.heic,"['pink lake', 'woman sitting', 'heart shape', 'white sand', 'blue sky', 'summer day', 'travel', 'unique landscape']",outdoor,day,summer,0.5,0.0,0.1,0.0,0.0,0.0,0.4,0.0,"['pink_lake', 'woman_sitting', 'heart_shape', 'white_sand', 'blue_sky', 'summer_day', 'travel', 'unique_landscape']",0.1000075563788414,0.10000818222761154,0.10001114755868912,0.5999674201011658,0.10000573098659515,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_8167.HEIC,"['horseback riding', 'forest trail', 'stream crossing', 'sunny day', 'autumn trees', 'leisure activity', 'nature']",outdoor,day,autumn,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,"['horseback_riding', 'forest_trail', 'stream_crossing', 'sunny_day', 'autumn_tree', 'leisure_activity', 'nature']",0.06813891977071762,0.06667888164520264,0.06668327748775482,0.06668155640363693,0.731817364692688,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_8341.HEIC,"['group photo', 'escape room', 'red lighting', 'indoor activity', 'friends', 'team building', 'fun', 'puzzle solving', 'adventure', 'dressed casually']",indoor,unknown,unknown,0.0,0.0,0.2,0.3,0.0,0.0,0.5,0.0,"['group_photo', 'escape_room', 'red_lighting', 'indoor_activity', 'friend', 'team_building', 'fun', 'puzzle_solving', 'adventure', 'dressed_casually']",0.06814475357532501,0.06829162687063217,0.06669280678033829,0.06669008731842041,0.7301807403564453,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_8636.HEIC,"['stage performance', 'theater', 'elaborate costumes', 'colorful lights', 'audience', 'indoor show', 'live entertainment', 'spectacle']",indoor,unknown,unknown,0.0,0.0,0.1,0.1,0.7,0.0,0.1,0.0,"['stage_performance', 'theater', 'elaborate_costume', 'colorful_light', 'audience', 'indoor_show', 'live_entertainment', 'spectacle']",0.06667201220989227,0.7333090305328369,0.06667453795671463,0.06667372584342957,0.06667071580886841,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_9876.HEIC,"['Chinese archway', 'urban street', 'shopping area', 'tourist', 'landmark', 'cultural architecture', 'pedestrian walkway']",outdoor,day,unknown,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0,"['chinese_archway', 'urban_street', 'shopping_area', 'tourist', 'landmark', 'cultural_architecture', 'pedestrian_walkway']",0.7328110337257385,0.06716610491275787,0.06667737662792206,0.0666743591427803,0.06667108088731766,
Melissa's Album,/content/PicturesAlbum_Mirror/Melissa's Album/IMG_9902.HEIC,"['decorative cart', 'outdoor display', 'traditional art', 'coffee bags', 'greenery', 'cultural setting', 'colorful design']",outdoor,day,unknown,0.1,0.0,0.5,0.0,0.0,0.0,0.4,0.0,"['decorative_cart', 'outdoor_display', 'traditional_art', 'coffee_bag', 'greenery', 'cultural_setting', 'colorful_design']",0.10001329332590103,0.10001800209283829,0.10001960396766663,0.10001756995916367,0.599931538105011,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20220501_120911.jpg,"['hiking trail', 'rocky landscape', 'alpine lake', 'nature', 'outdoor adventure', 'mountain', 'scenic view']",outdoor,day,unknown,0.8,0.0,0.05,0.0,0.0,0.0,0.15,0.0,"['hiking_trail', 'rocky_landscape', 'alpine_lake', 'nature', 'outdoor_adventure', 'mountain', 'scenic_view']",0.040007393807172775,0.040748924016952515,0.04000593349337578,0.8392344117164612,0.04000332951545715,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20230304_190321351_iOS.jpg,"['beach', 'ocean view', 'hat', 'sunbathing', 'tropical setting', 'relaxation', 'summer vibe']",outdoor,day,summer,0.55,0.05,0.05,0.05,0.05,0.05,0.15,0.05,"['beach', 'ocean_view', 'hat', 'sunbathing', 'tropical_setting', 'relaxation', 'summer_vibe']",0.7333175539970398,0.06666825711727142,0.06667133420705795,0.06667245924472809,0.06667041778564453,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20230520_152627515_iOS.heic,"['hiking', 'canyon', 'narrow trail', 'rock formation', 'nature walk', 'outdoor adventure', 'lush vegetation']",outdoor,day,unknown,0.8,0.0,0.1,0.0,0.0,0.0,0.1,0.0,"['hiking', 'canyon', 'narrow_trail', 'rock_formation', 'nature_walk', 'outdoor_adventure', 'lush_vegetation']",0.06668427586555481,0.7321605086326599,0.06668079644441605,0.067799873650074,0.06667459011077881,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20230521_161103627_iOS.heic,"['rock art', 'historical site', 'group photo', 'stone wall', 'outdoor exploration', 'prehistoric art', 'nature setting', 'cultural heritage']",outdoor,day,unknown,0.2,0.0,0.6,0.0,0.0,0.0,0.2,0.0,"['rock_art', 'historical_site', 'group_photo', 'stone_wall', 'outdoor_exploration', 'prehistoric_art', 'nature_setting', 'cultural_heritage']",0.06667731702327728,0.0666700080037117,0.06667621433734894,0.0666772648692131,0.733299195766449,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20230916_154632551_iOS.heic,"['breakfast spread', 'indoor dining', 'plated food', 'red glasses', 'holiday meal', 'family gathering', 'pancakes', 'fruity dishes']",indoor,day,unknown,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.1,"['breakfast_spread', 'indoor_dining', 'plated_food', 'red_glass', 'holiday_meal', 'family_gathering', 'pancake', 'fruity_dish']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20230917_181414241_iOS.jpg,"['swimming pool', 'tropical setting', 'relaxing', 'vacation', 'pavilion', 'friends swimming', 'sunbathing', 'outdoors', 'cloudy', 'tropical plants']",outdoor,day,unknown,0.65,0.0,0.05,0.05,0.0,0.0,0.2,0.05,"['swimming_pool', 'tropical_setting', 'relaxing', 'vacation', 'pavilion', 'friend_swimming', 'sunbathing', 'outdoors', 'cloudy', 'tropical_plant']",0.5529564023017883,0.05000312626361847,0.05000920593738556,0.05001141503453255,0.2970198094844818,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20230930_222918592_iOS.heic,"['dog indoors', 'colorful carpet', 'relaxing atmosphere', 'pet-friendly', 'home setting', 'contemporary decor', 'casual setting']",indoor,unknown,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['dog_indoors', 'colorful_carpet', 'relaxing_atmosphere', 'petfriendly', 'home_setting', 'contemporary_decor', 'casual_setting']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20231021_212217472_iOS.heic,"['mountain landscape', 'green hills', 'cloudy sky', 'car parked', 'nature view', 'distant peaks']",outdoor,day,unknown,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,"['mountain_landscape', 'green_hill', 'cloudy_sky', 'car_parked', 'nature_view', 'distant_peak']",0.10003720223903656,0.5998792052268982,0.1000298261642456,0.10003706067800522,0.10001669824123383,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20231021_220211199_iOS.jpg,"['dog', 'patio', 'pet', 'happy', 'deck', 'friendship']",outdoor,unknown,unknown,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['dog', 'patio', 'pet', 'happy', 'deck', 'friendship']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20231118_142443862_iOS.heic,"['hiking trail', 'forest', 'group of friends', 'outdoor adventure', 'woodland', 'nature', 'trees', 'excursion']",outdoor,day,unknown,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,"['hiking_trail', 'forest', 'group_friend', 'outdoor_adventure', 'woodland', 'nature', 'tree', 'excursion']",0.04001263901591301,0.8376685380935669,0.04001014307141304,0.04217662662267685,0.040132004767656326,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20241006_235321748_iOS.heic,"['sunset', 'lake', 'silhouette', 'calm water', 'grassy shore']",outdoor,dusk/dawn,unknown,0.7,0.0,0.1,0.0,0.0,0.0,0.2,0.0,"['sunset', 'lake', 'silhouette', 'calm_water', 'grassy_shore']",0.05000960826873779,0.050002627074718475,0.7994056344032288,0.05000956356525421,0.050572603940963745,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20241222_010703050_iOS.heic,"['arena', 'group photo', 'basketball game', 'sports event', 'indoor venue', 'crowd', 'jumbotron', 'stadium seating']",indoor,night,unknown,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.7,"['arena', 'group_photo', 'basketball_game', 'sport_event', 'indoor_venue', 'crowd', 'jumbotron', 'stadium_seating']",0.10001419484615326,0.10000386089086533,0.10001138597726822,0.10001412034034729,0.5999564528465271,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20241228_180539756_iOS.heic,"['control room', 'NASA', 'mission control', 'group photo', 'space center', 'technology', 'computers', 'monitors']",indoor,unknown,unknown,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0,"['control_room', 'nasa', 'mission_control', 'group_photo', 'space_center', 'technology', 'computer', 'monitor']",0.10001419484615326,0.10000386089086533,0.10001138597726822,0.10001412034034729,0.5999564528465271,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20250103_195350816_iOS.heic,"['urban park', 'river view', 'urban skyline', 'leisure sitting', 'autumn trees', 'cityscape', 'backpack', 'winter wear']",outdoor,day,autumn,0.7,0.0,0.2,0.0,0.0,0.0,0.1,0.0,"['urban_park', 'river_view', 'urban_skyline', 'leisure_sitting', 'autumn_tree', 'cityscape', 'backpack', 'winter_wear']",0.10005190223455429,0.10241981595754623,0.10004159063100815,0.10005167871713638,0.5974349975585938,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20250108_222845575_iOS 1.heic,"['coffee shop', 'warm drink', 'relaxing', 'casual attire', 'glasses', 'cozy atmosphere', 'fall fashion', 'indoor lighting', 'barista', 'decor']",indoor,unknown,autumn,0.0,0.6,0.1,0.1,0.0,0.0,0.1,0.1,"['coffee_shop', 'warm_drink', 'relaxing', 'casual_attire', 'glass', 'cozy_atmosphere', 'fall_fashion', 'indoor_lighting', 'barista', 'decor']",0.1000196784734726,0.10000387579202652,0.1000114232301712,0.10001415759325027,0.5999508500099182,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20250301_221130657_iOS.heic,"['lake', 'reading', 'relaxing', 'trees', 'clear sky', 'park', 'reflection', 'outdoor leisure', 'calm water', 'daytime']",outdoor,day,unknown,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,"['lake', 'reading', 'relaxing', 'tree', 'clear_sky', 'park', 'reflection', 'outdoor_leisure', 'calm_water', 'daytime']",0.03334527462720871,0.03387761861085892,0.03409522771835327,0.03334493190050125,0.8653368949890137,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20250310_160845228_iOS.heic,"['marble sculpture', 'art museum', 'classical art', 'statue display', 'historical art', 'indoor exhibit', 'artistic detail', 'cultural heritage']",indoor,unknown,unknown,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,"['marble_sculpture', 'art_museum', 'classical_art', 'statue_display', 'historical_art', 'indoor_exhibit', 'artistic_detail', 'cultural_heritage']",0.06669000536203384,0.06667457520961761,0.4015425741672516,0.0666898861527443,0.39840298891067505,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20250311_163712112_iOS.heic,"['library', 'architecture', 'dome', 'historic building', 'reading room', 'columns', 'interior design', 'arches', 'statues', 'ornate ceiling']",indoor,unknown,unknown,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,"['library', 'architecture', 'dome', 'historic_building', 'reading_room', 'column', 'interior_design', 'arch', 'statue', 'ornate_ceiling']",0.050015371292829514,0.7999500632286072,0.05001232400536537,0.05001530796289444,0.05000690743327141,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20250311_201234650_iOS.heic,"['planetarium', 'solar system exhibit', 'space display', 'museum', 'educational', 'science', 'planet models', 'indoor exhibit']",indoor,unknown,unknown,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,"['planetarium', 'solar_system_exhibit', 'space_display', 'museum', 'educational', 'science', 'planet_model', 'indoor_exhibit']",0.10001251846551895,0.10000424832105637,0.5999649167060852,0.10001245886087418,0.10000587999820709,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20250514_002338705_iOS.heic,"['airplane wing', 'sunset', 'flying', 'window view', 'sky', 'clouds', 'travel', 'aerial view']",mixed,dusk/dawn,unknown,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,"['airplane_wing', 'sunset', 'flying', 'window_view', 'sky', 'cloud', 'travel', 'aerial_view']",0.10001249611377716,0.10000341385602951,0.5999646782875061,0.10001244395971298,0.10000696778297424,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20250920_201346782_iOS.heic,"['painting setup', 'art supplies', 'outdoor painting', 'canvases', 'paint brushes', 'painting palettes', 'sunset painting', 'nature view']",outdoor,day,unknown,0.1,0.0,0.7,0.0,0.0,0.0,0.1,0.1,"['painting_setup', 'art_supply', 'outdoor_painting', 'canvas', 'paint_brush', 'painting_palette', 'sunset_painting', 'nature_view']",0.06670236587524414,0.7312597036361694,0.06669529527425766,0.0667022317647934,0.06864037364721298,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20250921_003909314_iOS.heic,"['cocktails', 'dim lighting', 'indoor setting', 'night out', 'bar scene', 'decorative drinks']",indoor,night,unknown,0.0,0.65,0.1,0.15,0.05,0.0,0.05,0.0,"['cocktail', 'dim_lighting', 'indoor_setting', 'night', 'bar_scene', 'decorative_drink']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/20251012_152306287_iOS.heic,"['river', 'hillside', 'water', 'trees', 'clear sky', 'nature', 'scenic view']",outdoor,day,unknown,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,"['river', 'hillside', 'water', 'tree', 'clear_sky', 'nature', 'scenic_view']",0.03334688022732735,0.8651804327964783,0.03334420174360275,0.03438650071620941,0.03374196216464043,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/IMG_0262.jpg,"['theater performance', 'curtain call', 'stage', 'audience', 'actors', 'scenic design', 'lighting', 'indoor', 'live show']",indoor,unknown,unknown,0.0,0.0,0.7,0.1,0.2,0.0,0.0,0.0,"['theater_performance', 'curtain_call', 'stage', 'audience', 'actor', 'scenic_design', 'lighting', 'indoor', 'live_show']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/IMG_1160.jpg,"['concert hall', 'empty stage', 'music venue', 'chairs arranged', 'orchestra setup', 'wooden flooring', 'stage lighting', 'indoor architecture']",indoor,unknown,unknown,0.0,0.0,0.3,0.0,0.7,0.0,0.0,0.0,"['concert_hall', 'empty_stage', 'music_venue', 'chair_arranged', 'orchestra_setup', 'wooden_flooring', 'stage_lighting', 'indoor_architecture']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/IMG_3571.jpg,"['painting', 'art gallery', 'impressionist', 'floral artwork', 'museum exhibit', 'canvas', 'framed art', 'colorful flowers']",indoor,unknown,unknown,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,"['painting', 'art_gallery', 'impressionist', 'floral_artwork', 'museum_exhibit', 'canvas', 'framed_art', 'colorful_flower']",0.100051648914814,0.10230812430381775,0.10004141181707382,0.10005146265029907,0.5975473523139954,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/IMG_3720.jpg,"['church', 'colonial architecture', 'stone steps', 'sitting', 'palm tree', 'historical building', 'cloudy weather', 'cultural site']",outdoor,day,unknown,0.1,0.0,0.6,0.0,0.0,0.0,0.2,0.1,"['church', 'colonial_architecture', 'stone_step', 'sitting', 'palm_tree', 'historical_building', 'cloudy_weather', 'cultural_site']",0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/IMG_6175.jpg,"['statue', 'public square', 'sunny day', 'architecture', 'tourist spot', 'historic building', 'trees', 'urban park']",outdoor,day,unknown,0.2,0.0,0.6,0.0,0.0,0.0,0.2,0.0,"['statue', 'public_square', 'sunny_day', 'architecture', 'tourist_spot', 'historic_building', 'tree', 'urban_park']",0.03334500640630722,0.866225004196167,0.033342696726322174,0.03334495797753334,0.03374238312244415,
Caro's Album,/content/PicturesAlbum_Mirror/Caro's Album/IMG_7057.jpg,"['river', 'rock formations', 'rafting', 'friends', 'outdoor adventure', 'kayaking', 'nature', 'lush greenery']",outdoor,day,unknown,0.7,0.0,0.05,0.0,0.0,0.0,0.25,0.0,"['river', 'rock_formation', 'rafting', 'friend', 'outdoor_adventure', 'kayaking', 'nature', 'lush_greenery']",0.04000980034470558,0.8393405079841614,0.04000786319375038,0.04063744470477104,0.04000440612435341,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_0304.PNG,"['panoramic view', 'lake', 'islands', 'cloudy sky', 'village', 'parking lot', 'scenic landscape', 'greenery', 'winding road']",outdoor,day,unknown,0.6,0.0,0.2,0.0,0.0,0.0,0.2,0.0,"['panoramic_view', 'lake', 'island', 'cloudy_sky', 'village', 'parking_lot', 'scenic_landscape', 'greenery', 'winding_road']",0.06618111580610275,0.06257886439561844,0.8062411546707153,0.06499889492988586,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_0733.HEIC,"['historic building', 'government building', 'architecture', 'flag', 'urban park', 'street lamp', 'plaza', 'fence', 'daytime']",outdoor,day,unknown,0.1,0.0,0.6,0.0,0.0,0.0,0.3,0.0,"['historic_building', 'government_building', 'architecture', 'flag', 'urban_park', 'street_lamp', 'plaza', 'fence', 'daytime']",0.798836886882782,0.06515292823314667,0.06742439419031143,0.06858581304550171,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_1206.HEIC,"['desert beach', 'rocky coastline', 'ocean', 'sandy cliffs', 'cloudy sky', 'remote location']",outdoor,day,unknown,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,"['desert_beach', 'rocky_coastline', 'ocean', 'sandy_cliff', 'cloudy_sky', 'remote_location']",0.08340461552143097,0.08850324898958206,0.7446562051773071,0.08343591541051865,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_2304.HEIC,"['beach view', 'sunset', 'outdoor seating', 'patio', 'ocean', 'palm tree', 'sun umbrella', 'wooden deck']",outdoor,dusk/dawn,unknown,0.5,0.1,0.1,0.05,0.05,0.0,0.15,0.05,"['beach_view', 'sunset', 'outdoor_seating', 'patio', 'ocean', 'palm_tree', 'sun_umbrella', 'wooden_deck']",0.05028928816318512,0.8490976691246033,0.0505785271525383,0.05003450810909271,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_2323.HEIC,"['beach', 'sunset', 'poolside', 'palm trees', 'relaxation', 'vacation', 'ocean view', 'luxury resort', 'tropical', 'peaceful']",outdoor,dusk/dawn,unknown,0.2,0.0,0.0,0.1,0.0,0.0,0.6,0.1,"['beach', 'sunset', 'poolside', 'palm_tree', 'relaxation', 'vacation', 'ocean_view', 'luxury_resort', 'tropical', 'peaceful']",0.0833621695637703,0.7499030232429504,0.08336008340120316,0.0833747535943985,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_2892.HEIC,"['river', 'valley', 'mountains', 'greenery', 'clear sky', 'water flow', 'natural landscape', 'hiking', 'scenic view']",outdoor,day,unknown,0.7,0.0,0.1,0.0,0.0,0.0,0.2,0.0,"['river', 'valley', 'mountain', 'greenery', 'clear_sky', 'water_flow', 'natural_landscape', 'hiking', 'scenic_view']",0.06461881101131439,0.06256621330976486,0.06601493805646896,0.8068000674247742,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_2968.HEIC,"['lake', 'mountain', 'boats', 'people', 'tour', 'clouds', 'dock', 'leisure', 'landscape']",outdoor,day,unknown,0.6,0.0,0.1,0.0,0.0,0.0,0.3,0.0,"['lake', 'mountain', 'boat', 'people', 'tour', 'cloud', 'dock', 'leisure', 'landscape']",0.8461779356002808,0.05006452277302742,0.050800107419490814,0.052957452833652496,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_3222.HEIC,"['mountain view', 'blue sky', 'grassy park', 'country road', 'residential houses', 'greenery', 'clouds', 'sunny day']",outdoor,day,unknown,0.7,0.0,0.1,0.0,0.0,0.0,0.2,0.0,"['mountain_view', 'blue_sky', 'grassy_park', 'country_road', 'residential_house', 'greenery', 'cloud', 'sunny_day']",0.806801438331604,0.06453881412744522,0.06386308372020721,0.06479661911725998,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_4211.HEIC,"['church', 'historic building', 'city square', 'cloudy sky', 'evening', 'tourists', 'urban environment', 'architecture', 'landmark', 'public space']",outdoor,dusk/dawn,unknown,0.1,0.0,0.6,0.0,0.0,0.0,0.3,0.0,"['church', 'historic_building', 'city_square', 'cloudy_sky', 'evening', 'tourist', 'urban_environment', 'architecture', 'landmark', 'public_space']",0.03189975768327713,0.03205336630344391,0.9028851389884949,0.0331617034971714,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_4280.HEIC,"['canal', 'cityscape', 'boats', 'historic buildings', 'overcast sky', 'water', 'urban landscape', 'architecture']",outdoor,day,unknown,0.15,0.05,0.4,0.05,0.05,0.05,0.2,0.05,"['canal', 'cityscape', 'boat', 'historic_building', 'overcast_sky', 'water', 'urban_landscape', 'architecture']",0.052295565605163574,0.05111308395862579,0.05262262001633644,0.8439686894416809,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_4460.HEIC,"['night street', 'restaurant facade', 'neon lights', 'historic building', 'streetscape', 'evening walk', 'cafe', 'outdoor seating', 'urban nightscape', 'people walking']",outdoor,night,unknown,0.1,0.3,0.2,0.3,0.0,0.0,0.1,0.0,"['night_street', 'restaurant_facade', 'neon_light', 'historic_building', 'streetscape', 'evening_walk', 'cafe', 'outdoor_seating', 'urban_nightscape', 'people_walking']",0.8433380126953125,0.05349280312657356,0.05232509970664978,0.05084405094385147,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_4828.HEIC,"['historic building', 'gothic architecture', 'city square', 'tourists', 'daytime', 'spires', 'urban area', 'european architecture', 'crowded']",outdoor,day,unknown,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0,"['historic_building', 'gothic_architecture', 'city_square', 'tourist', 'daytime', 'spire', 'urban_area', 'european_architecture', 'crowded']",0.043776851147413254,0.04239868000149727,0.04277760535478592,0.8710469007492065,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_4901.HEIC,"['city skyline', 'night view', 'waterfront', 'harbor', 'palm trees', 'modern architecture', 'reflections', 'urban lights']",outdoor,night,unknown,0.0,0.15,0.2,0.4,0.05,0.05,0.1,0.05,"['city_skyline', 'night_view', 'waterfront', 'harbor', 'palm_tree', 'modern_architecture', 'reflection', 'urban_light']",0.12503771483898163,0.6248732805252075,0.12503492832183838,0.12505407631397247,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_5208.HEIC,"['skyscrapers', 'urban architecture', 'modern design', 'city walk', 'outdoor seating', 'tourist attraction', 'business district', 'blue sky']",outdoor,day,unknown,0.1,0.1,0.25,0.05,0.05,0.0,0.4,0.05,"['skyscraper', 'urban_architecture', 'modern_design', 'city_walk', 'outdoor_seating', 'tourist_attraction', 'business_district', 'blue_sky']",0.0641525462269783,0.8107633590698242,0.06253299862146378,0.06255113333463669,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_6057.HEIC,"['flowering path', 'night scene', 'urban garden', 'brick pathway', 'plants', 'storefront', 'lights', 'urban exploration']",outdoor,night,unknown,0.3,0.0,0.2,0.2,0.0,0.0,0.3,0.0,"['flowering_path', 'night_scene', 'urban_garden', 'brick_pathway', 'plant', 'storefront', 'light', 'urban_exploration']",0.624718189239502,0.12509991228580475,0.1250712126493454,0.1251107156276703,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_6213.HEIC,"['mountain range', 'lush landscape', 'cloudy day', 'green hills', 'natural scenery']",outdoor,day,unknown,0.8,0.0,0.1,0.0,0.0,0.0,0.1,0.0,"['mountain_range', 'lush_landscape', 'cloudy_day', 'green_hill', 'natural_scenery']",0.25,0.25,0.25,0.25,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_6575.HEIC,"['historic building', 'church', 'architecture', 'evening', 'colonial style', 'street lighting', 'urban scene']",outdoor,dusk/dawn,unknown,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,"['historic_building', 'church', 'architecture', 'evening', 'colonial_style', 'street_lighting', 'urban_scene']",0.05197549983859062,0.05105777084827423,0.8448309898376465,0.052135735750198364,,
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_6577.JPG,"['beach huts', 'promenade', 'seaside', 'coastline', 'evening walk', 'lamp posts', 'cliffside', 'clear sky', 'people walking']",outdoor,dusk/dawn,unknown,0.5,0.0,0.1,0.0,0.0,0.0,0.4,0.0,"['beach_hut', 'promenade', 'seaside', 'coastline', 'evening_walk', 'lamp_post', 'cliffside', 'clear_sky', 'people_walking']",0.0662415400147438,0.0625842958688736,0.8076045513153076,0.06356965005397797,,
