person,path,labels,indoor_outdoor,day_night,season_hint,cat_outdoor_activities,cat_food_drink,cat_cultural,cat_night_life,cat_concerts_shows,cat_casino_gambling,cat_attractions,cat_sporting_events
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_2304.HEIC,"['beach view', 'sunset', 'outdoor seating', 'patio', 'ocean', 'palm tree', 'sun umbrella', 'wooden deck']",outdoor,dusk/dawn,unknown,0.5,0.1,0.1,0.05,0.05,0.0,0.15,0.05
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_2323.HEIC,"['beach', 'sunset', 'poolside', 'palm trees', 'relaxation', 'vacation', 'ocean view', 'luxury resort', 'tropical', 'peaceful']",outdoor,dusk/dawn,unknown,0.2,0.0,0.0,0.1,0.0,0.0,0.6,0.1
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_2892.HEIC,"['river', 'valley', 'mountains', 'greenery', 'clear sky', 'water flow', 'natural landscape', 'hiking', 'scenic view']",outdoor,day,unknown,0.7,0.0,0.1,0.0,0.0,0.0,0.2,0.0
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_2968.HEIC,"['lake', 'mountain', 'boats', 'people', 'tour', 'clouds', 'dock', 'leisure', 'landscape']",outdoor,day,unknown,0.6,0.0,0.1,0.0,0.0,0.0,0.3,0.0
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_3222.HEIC,"['mountain view', 'blue sky', 'grassy park', 'country road', 'residential houses', 'greenery', 'clouds', 'sunny day']",outdoor,day,unknown,0.7,0.0,0.1,0.0,0.0,0.0,0.2,0.0
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_4211.HEIC,"['church', 'historic building', 'city square', 'cloudy sky', 'evening', 'tourists', 'urban environment', 'architecture', 'landmark', 'public space']",outdoor,dusk/dawn,unknown,0.1,0.0,0.6,0.0,0.0,0.0,0.3,0.0
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_4280.HEIC,"['canal', 'cityscape', 'boats', 'historic buildings', 'overcast sky', 'water', 'urban landscape', 'architecture']",outdoor,day,unknown,0.15,0.05,0.4,0.05,0.05,0.05,0.2,0.05
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_4460.HEIC,"['night street', 'restaurant facade', 'neon lights', 'historic building', 'streetscape', 'evening walk', 'cafe', 'outdoor seating', 'urban nightscape', 'people walking']",outdoor,night,unknown,0.1,0.3,0.2,0.3,0.0,0.0,0.1,0.0
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_4828.HEIC,"['historic building', 'gothic architecture', 'city square', 'tourists', 'daytime', 'spires', 'urban area', 'european architecture', 'crowded']",outdoor,day,unknown,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_4901.HEIC,"['city skyline', 'night view', 'waterfront', 'harbor', 'palm trees', 'modern architecture', 'reflections', 'urban lights']",outdoor,night,unknown,0.0,0.15,0.2,0.4,0.05,0.05,0.1,0.05
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_5208.HEIC,"['skyscrapers', 'urban architecture', 'modern design', 'city walk', 'outdoor seating', 'tourist attraction', 'business district', 'blue sky']",outdoor,day,unknown,0.1,0.1,0.25,0.05,0.05,0.0,0.4,0.05
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_6057.HEIC,"['flowering path', 'night scene', 'urban garden', 'brick pathway', 'plants', 'storefront', 'lights', 'urban exploration']",outdoor,night,unknown,0.3,0.0,0.2,0.2,0.0,0.0,0.3,0.0
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_6213.HEIC,"['mountain range', 'lush landscape', 'cloudy day', 'green hills', 'natural scenery']",outdoor,day,unknown,0.8,0.0,0.1,0.0,0.0,0.0,0.1,0.0
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_6575.HEIC,"['historic building', 'church', 'architecture', 'evening', 'colonial style', 'street lighting', 'urban scene']",outdoor,dusk/dawn,unknown,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_6577.JPG,"['beach huts', 'promenade', 'seaside', 'coastline', 'evening walk', 'lamp posts', 'cliffside', 'clear sky', 'people walking']",outdoor,dusk/dawn,unknown,0.5,0.0,0.1,0.0,0.0,0.0,0.4,0.0
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_8100.HEIC,"['historic building', 'cathedral', 'twilight', 'architecture', 'city square', 'gathering', 'tourist attraction', 'urban lighting']",outdoor,dusk/dawn,unknown,0.0,0.0,0.65,0.0,0.0,0.0,0.35,0.0
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_8511.HEIC,"['city view', 'tree', 'rooftop', 'skyline', 'hills', 'residential area', 'clear sky', 'panorama', 'foliage', 'urban landscape']",outdoor,day,unknown,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.1
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_8593.HEIC,"['city street', 'historic buildings', 'urban area', 'daytime', 'pedestrian', 'trees', 'cars', 'crosswalk']",outdoor,day,unknown,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0
Paolo's Album,/content/PicturesAlbum_Mirror/Paolo's Album/IMG_9027.HEIC,"['fountain', 'night scene', 'courtyard', 'historic architecture', 'cobblestone pavement', 'decorative lighting', 'nighttime outdoor', 'traditional building']",outdoor,night,unknown,0.3,0.0,0.5,0.0,0.0,0.0,0.2,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/66991459221__424A8A6A-8792-40A8-8EA3-ACD31BF55774.HEIC,"['marina', 'boats', 'sailboats', 'waterfront', 'harbor', 'calm water', 'overcast sky', 'sailing', 'palm trees', 'docks']",outdoor,day,unknown,0.5,0.0,0.1,0.0,0.0,0.0,0.4,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_0034.HEIC,"['light display', 'festival', 'night event', 'crowd', 'tunnel of lights', 'holiday decoration', 'outdoor event']",outdoor,night,unknown,0.1,0.0,0.6,0.2,0.0,0.0,0.1,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_0376.HEIC,"['city street', 'dusk', 'high-rise buildings', 'cars parked', 'urban lights', 'evening traffic', 'light post', 'pedestrian']",outdoor,dusk/dawn,unknown,0.2,0.0,0.3,0.2,0.0,0.0,0.3,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_0699.JPG,"['dock', 'sunset', 'calm water', 'boats', 'reflections', 'outdoor seating', 'lake', 'wooden pier']",outdoor,dusk/dawn,unknown,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_1178.HEIC,"['outdoor cafe', 'table tennis', 'smoothies', 'leisure activity', 'friends', 'casual clothing', 'daytime', 'plants', 'social gathering']",outdoor,day,unknown,0.3,0.3,0.2,0.0,0.0,0.0,0.2,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_1344.HEIC,"['beach', 'race event', 'medal', 'outdoor gathering', 'sunny', 'spectators', 'sportswear', 'hydration bottles']",outdoor,day,unknown,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_1390.HEIC,"['baseball game', 'stadium', 'crowd', 'scoreboard', 'outdoor', 'sports fans']",outdoor,day,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_1393.JPG,"['jellyfish', 'aquarium', 'marine life', 'underwater exhibit', 'wildlife display']",indoor,unknown,unknown,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_1395.HEIC,"['baseball game', 'stadium', 'crowd', 'outdoor seating', 'sport event', 'scoreboard', 'pitcher', 'players', 'spectators', 'team colors']",outdoor,day,unknown,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.8
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_1502.HEIC,"['forest', 'hiking trail', 'trees', 'greenery', 'nature path', 'dirt path', 'summer', 'outdoor recreation']",outdoor,day,summer,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_1568.JPG,"['sandwich', 'fries', 'casual dining', 'table setting', 'knife in sandwich', 'bread', 'indoor setting']",indoor,unknown,unknown,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.1
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_1748.HEIC,"['outdoor concert', 'live music', 'cityscape', 'evening', 'skyline view', 'grass field', 'stage performance', 'urban park']",outdoor,dusk/dawn,unknown,0.2,0.0,0.1,0.2,0.4,0.0,0.1,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_1832.HEIC,"['impressionist painting', 'museum exhibit', 'wall art', 'framed artwork', 'landscape painting', 'gallery display', 'art piece', 'exhibition', 'painting on wall']",indoor,unknown,unknown,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_1941.HEIC,"['autumn forest', 'fall foliage', 'trees', 'nature', 'woodland']",outdoor,day,autumn,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_2600.HEIC,"['snowy road', 'winter drive', 'bare trees', 'road trip', 'cold weather', 'scenic route', 'snowy landscape', 'guardrail', 'cloudy sky']",outdoor,unknown,winter,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.2
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_2717.HEIC,"['driving', 'sunset', 'suburban road', 'trees', 'landscape', 'evening', 'quiet neighborhood']",outdoor,dusk/dawn,unknown,0.3,0.0,0.1,0.0,0.0,0.0,0.25,0.15
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_2878.heic,"['rowing', 'team sport', 'water activity', 'synchronized effort', 'competitive rowing', 'outdoors', 'athletes', 'river']",outdoor,day,unknown,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.3
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_2897.JPG,"['airplane wing', 'cloudscape', 'aerial view', 'flight travel', 'blue sky']",outdoor,day,unknown,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_2910.HEIC,"['snowman', 'winter scene', 'snow covered yard', 'outdoor', 'winter activity', 'house', 'seasonal decoration']",outdoor,day,winter,0.6,0.0,0.15,0.0,0.0,0.0,0.15,0.1
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_2961.HEIC,"['theater', 'chandelier', 'audience', 'stage', 'ceiling architecture', 'performance venue', 'indoor seating', 'ornate design', 'event', 'crowd gathering']",indoor,unknown,unknown,0.0,0.0,0.3,0.1,0.5,0.0,0.1,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_3182.HEIC,"['stadium', 'track and field', 'scoreboard', 'audience', 'competition', 'athletics', 'running track', 'sports event']",outdoor,day,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_3288.HEIC,"['desert highway', 'mountain road', 'road trip', 'arid landscape', 'driving', 'clear skies', 'open road', 'roadside rocks']",outdoor,day,unknown,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.3
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_3713.HEIC,"['sunflower', 'bee', 'garden', 'sunlight', 'nature', 'flowering plant']",outdoor,day,unknown,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_3766.HEIC,"['flower', 'pink zinnia', 'sunny', 'garden', 'green leaves', 'outdoor', 'sand', 'nature', 'summer flower']",outdoor,day,summer,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.2
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_4027.PNG,"['ice hockey rink', 'practice session', 'hockey players', 'indoor sports', 'hockey goal', 'empty stands', 'training', 'hockey gear']",indoor,day,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_4063.HEIC,"['airplane wing', 'cloudy sky', 'aerial view', 'sunlight', 'flying', 'travel', 'aviation', 'cloud formation']",outdoor,unknown,unknown,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_4562.PNG,"['cowboy boots', 'denim jeans', 'group gathering', 'western style', 'footwear fashion', 'casual wear', 'friends gathering']",indoor,unknown,unknown,0.1,0.05,0.1,0.05,0.1,0.05,0.1,0.45
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_4581.HEIC,"['coastal view', 'rocky shore', 'high-rise building', 'trees', 'bridge', 'waterfront', 'sky', 'urban nature', 'calm water']",outdoor,day,unknown,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_4641.JPG,"['rowing', 'lake', 'team sport', 'water activity', 'sunny day', 'outdoor', 'nature', 'recreation', 'regatta']",outdoor,day,unknown,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_4796.HEIC,"['city skyline', 'river view', 'night lights', 'urban area', 'reflection', 'construction site', 'bridge']",outdoor,night,unknown,0.0,0.0,0.1,0.2,0.0,0.0,0.6,0.1
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_4860.heic,"['indoor rowing', 'gym', 'exercise machines', 'group workout', 'spectators', 'team sport', 'fitness equipment', 'athletic training', 'reflection', 'active lifestyle']",indoor,unknown,unknown,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.8
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_5279.HEIC,"['football stadium', 'crowd', 'sports event', 'daytime', 'field', 'game', 'fans', 'stadium seating']",outdoor,day,unknown,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.8
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_5535.HEIC,"['river tubing', 'group fun', 'summer day', 'inflatable tubes', 'leisure activity', 'friends hangout', 'water adventure', 'trees', 'nature', 'relaxing']",outdoor,day,summer,0.7,0.05,0.05,0.05,0.05,0.0,0.05,0.05
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_6347.HEIC,"['campfire', 'outdoor gathering', 'roasting marshmallows', 'night event', 'friends gathering']",outdoor,night,unknown,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_6501.JPG,"['lake', 'dock', 'autumn', 'trees', 'reflection', 'calm water', 'foliage', 'wooded area']",outdoor,day,autumn,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_7651.HEIC,"['swimming pool', 'indoor sports', 'swimming competition', 'spectators', 'diving boards', 'scoreboard', 'competitive swimming', 'Texas Longhorns', 'aquatic sports']",indoor,unknown,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_7852.JPG,"['desert landscape', 'succulent plant', 'cacti', 'dry terrain', 'blue sky', 'wild nature', 'arid climate', 'nature scene']",outdoor,day,unknown,0.7,0.0,0.05,0.0,0.0,0.0,0.25,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_7865.HEIC,"['guitar', 'music exhibit', 'sticker decor', 'electric guitar', 'instrument showcase']",indoor,unknown,unknown,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_7924.HEIC,"['landmark', 'government building', 'fence', 'cloudy sky', 'trees', 'lawn', 'historic site']",outdoor,day,unknown,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_7974.HEIC,"['capitol building', 'historic architecture', 'famous landmark', 'government building', 'dome', 'columns', 'sky', 'flag', 'tourist destination', 'iconic structure']",outdoor,day,unknown,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_7975.HEIC,"['cave', 'rock formations', 'underground', 'dim lighting', 'natural landmark', 'geology', 'tourist attraction', 'exploration', 'adventure']",indoor,unknown,unknown,0.2,0.0,0.1,0.0,0.0,0.0,0.7,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_8120.HEIC,"['road trip', 'open road', 'landscape', 'car interior', 'cowboy hat', 'driving', 'trees', 'sunset', 'countryside']",mixed,dusk/dawn,unknown,0.4,0.0,0.1,0.0,0.0,0.0,0.3,0.2
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_8215.JPG,"['zebra', 'savannah', 'wildlife', 'outdoors', 'nature', 'grassland', 'animal', 'bush', 'safari', 'landscape']",outdoor,day,unknown,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_8225.JPG,"['grassland', 'savanna', 'mountain view', 'blue sky', 'nature', 'hiking spot', 'wilderness', 'landscape', 'outdoor scenery']",outdoor,day,unknown,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_8433.JPG,"['rhinoceros', 'wildlife', 'safari', 'waterhole', 'nature', 'forest', 'reflection', 'habitat']",outdoor,day,unknown,0.7,0.0,0.1,0.0,0.0,0.0,0.2,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_8947.JPG,"['rowing', 'team sport', 'lake', 'competition', 'trees', 'nature', 'water sport', 'outdoor activity']",outdoor,day,summer,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_9001.HEIC,"['rock formation', 'blue sky', 'clouds', 'wildflowers', 'nature scenery', 'hiking spot', 'outdoor adventure', 'landscape', 'sunny day', 'natural area']",outdoor,day,unknown,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_9003.HEIC,"['hiking trail', 'rocky landscape', 'wildflowers', 'clear sky', 'scenic view', 'nature', 'outdoor adventure']",outdoor,day,summer,0.8,0.0,0.1,0.0,0.0,0.0,0.1,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_9055.JPG,"['elephant', 'safari', 'wildlife', 'savanna', 'watering hole', 'nature', 'grassland']",outdoor,day,unknown,0.6,0.0,0.2,0.0,0.0,0.0,0.2,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_9283.HEIC,"['track and field', 'athletics event', 'stadium', 'city skyline', 'spectators', 'outdoor seating', 'evening sky', 'sports field', 'urban setting', 'track lanes']",outdoor,dusk/dawn,unknown,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.7
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_9353.HEIC,"['pink roses', 'garden', 'close-up', 'flowers', 'green leaves']",outdoor,unknown,unknown,0.7,0.0,0.1,0.0,0.0,0.0,0.2,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_9414.HEIC,"['street view', 'cars', 'historic buildings', 'shops', 'bunting', 'overcast sky', 'urban area', 'storefronts', 'traffic', 'city life']",outdoor,day,unknown,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.1
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_9524.HEIC,"['historic building', 'architecture', 'museum', 'tourist attraction', 'cloudy sky', 'London', 'landmark', 'Victorian style']",outdoor,day,unknown,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_9533.HEIC,"['market', 'crowd', 'food stalls', 'urban setting', 'people', 'daytime', 'shopping', 'underpass', 'brick walls']",outdoor,day,unknown,0.1,0.3,0.3,0.05,0.05,0.0,0.2,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_9564.HEIC,"['ferris wheel', 'river', 'cityscape', 'historical buildings', 'bridge', 'cloudy sky', 'urban area', 'tourist spot']",outdoor,day,unknown,0.2,0.0,0.3,0.0,0.0,0.0,0.5,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_9642.HEIC,"['neoclassical architecture', 'historic building', 'column facade', 'statue', 'city landmark', 'cloudy sky', 'urban', 'architecture', 'trees']",outdoor,day,unknown,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_9729.HEIC,"['bridge', 'river', 'urban skyline', 'historic architecture', 'sightseeing', 'summer day', 'tourist attraction', 'landmark', 'cranes', 'waterfront', 'walking path']",outdoor,day,summer,0.2,0.0,0.4,0.0,0.0,0.0,0.4,0.0
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_9736.HEIC,"['dessert', 'strawberry cake', 'pastry', 'cafe setting', 'gourmet dish', 'table setting', 'indoor dining', 'sliced strawberry', 'water glass', 'plated dessert']",indoor,unknown,unknown,0.0,0.85,0.05,0.0,0.0,0.0,0.05,0.05
Cass's Album,/content/PicturesAlbum_Mirror/Cass's Album/IMG_9782.HEIC,"['clock tower', 'landmark', 'blue sky', 'architecture', 'tourist attraction']",outdoor,day,unknown,0.1,0.0,0.1,0.0,0.0,0.0,0.8,0.0
