person,labels,count
Paolo's Album,evening walk,2
Paolo's Album,historic buildings,2
Paolo's Album,lake,2
Paolo's Album,night scene,2
Paolo's Album,ocean,2
Paolo's Album,palm trees,2
Paolo's Album,people walking,2
Paolo's Album,sunset,2
Paolo's Album,tourist attraction,2
Paolo's Album,tourists,2
Paolo's Album,urban area,2
Paolo's Album,urban landscape,2
Paolo's Album,beach,1
Paolo's Album,beach huts,1
Paolo's Album,beach view,1
Paolo's Album,brick pathway,1
Paolo's Album,business district,1
Paolo's Album,cafe,1
Paolo's Album,canal,1
Paolo's Album,cars,1
Paolo's Album,cathedral,1
Paolo's Album,city skyline,1
Paolo's Album,city street,1
Paolo's Album,city view,1
Paolo's Album,city walk,1
Paolo's Album,cityscape,1
Paolo's Album,cliffside,1
Paolo's Album,cloudy day,1
Paolo's Album,coastline,1
Paolo's Album,cobblestone pavement,1
Paolo's Album,colonial style,1
Paolo's Album,country road,1
Paolo's Album,courtyard,1
Paolo's Album,crosswalk,1
Paolo's Album,crowded,1
Paolo's Album,decorative lighting,1
Paolo's Album,desert beach,1
Paolo's Album,dock,1
Paolo's Album,european architecture,1
Paolo's Album,fence,1
Paolo's Album,flag,1
Paolo's Album,flowering path,1
Paolo's Album,foliage,1
Paolo's Album,fountain,1
Paolo's Album,gathering,1
Paolo's Album,gothic architecture,1
Paolo's Album,government building,1
Paolo's Album,grassy park,1
Paolo's Album,green hills,1
Paolo's Album,harbor,1
Paolo's Album,hiking,1
Paolo's Album,hills,1
Paolo's Album,historic architecture,1
Paolo's Album,islands,1
Paolo's Album,lamp posts,1
Paolo's Album,landmark,1
Paolo's Album,landscape,1
Paolo's Album,leisure,1
Paolo's Album,lights,1
Paolo's Album,lush landscape,1
Paolo's Album,luxury resort,1
Paolo's Album,modern architecture,1
Paolo's Album,modern design,1
Paolo's Album,mountain,1
Paolo's Album,mountain range,1
Paolo's Album,mountain view,1
Paolo's Album,mountains,1
Paolo's Album,natural landscape,1
Paolo's Album,natural scenery,1
Paolo's Album,neon lights,1
Paolo's Album,night street,1
Paolo's Album,night view,1
Paolo's Album,nighttime outdoor,1
Paolo's Album,ocean view,1
Paolo's Album,overcast sky,1
Paolo's Album,palm tree,1
Paolo's Album,panorama,1
Paolo's Album,panoramic view,1
Paolo's Album,parking lot,1
Paolo's Album,patio,1
Paolo's Album,peaceful,1
Paolo's Album,pedestrian,1
Paolo's Album,people,1
Paolo's Album,plants,1
Paolo's Album,plaza,1
Paolo's Album,poolside,1
Paolo's Album,promenade,1
Paolo's Album,public space,1
Paolo's Album,reflections,1
Paolo's Album,relaxation,1
Paolo's Album,remote location,1
Paolo's Album,residential area,1
Paolo's Album,residential houses,1
Paolo's Album,restaurant facade,1
Paolo's Album,river,1
Paolo's Album,rocky coastline,1
Paolo's Album,rooftop,1
Paolo's Album,sandy cliffs,1
Paolo's Album,scenic landscape,1
Paolo's Album,scenic view,1
Paolo's Album,seaside,1
Paolo's Album,skyline,1
Paolo's Album,skyscrapers,1
Paolo's Album,spires,1
Paolo's Album,storefront,1
Paolo's Album,street lamp,1
Paolo's Album,street lighting,1
Paolo's Album,streetscape,1
Paolo's Album,sun umbrella,1
Paolo's Album,sunny day,1
Paolo's Album,tour,1
Paolo's Album,traditional building,1
Paolo's Album,tree,1
Paolo's Album,trees,1
Paolo's Album,tropical,1
Paolo's Album,twilight,1
Paolo's Album,urban architecture,1
Paolo's Album,urban environment,1
Paolo's Album,urban exploration,1
Paolo's Album,urban garden,1
Paolo's Album,urban lighting,1
Paolo's Album,urban lights,1
Paolo's Album,urban nightscape,1
Paolo's Album,urban park,1
Paolo's Album,urban scene,1
Paolo's Album,vacation,1
Paolo's Album,valley,1
Paolo's Album,village,1
Paolo's Album,water,1
Paolo's Album,water flow,1
Paolo's Album,waterfront,1
Paolo's Album,winding road,1
Paolo's Album,wooden deck,1
